FMID,MarketName,Website,Street,City,County,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
22003777,140.2 Thomasville Farmers Market,,21 East Guilford Street,Thomasville,Davidson,North Carolina,27360,,-80.0811,35.885,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21001775,140.2 Norcross Whistle Stop Farmer's Market,http://www.whistlestopfarmersmarket.com,"74 Park Drive, Thrasher Park, on Buchanan Street next to the railroad tracks",Norcross,Gwinnett,Georgia,30071,January - December Tuesday 4:00 pm to 8:00 pm,-84.0235,33.9617,Local government building grounds,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,3/1/2012 11:26:23 AM
1001095,140.4 Healthy Carolina Farmers Market,http://www.sc.edu/healthycarolina/farmersmarket.html,Greene Street between Sumter and Bull Streets,Columbia,Richland,South Carolina,29208,"June - July Tuesday 9:00 AM to 1:00 PM, (Market takes place on the grassy field directly beside Greene Street and the Russell House Student Union) September - October Tuesday 10:00 AM to 2:00 PM",-81.02726,33.99696,Educational institution,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,4/26/2012 4:42:37 PM
1000975,140.5 Forest Acres Farmers Market,http://farmersintheforest.org,3400 Forest Drive,Columbia,Richland,South Carolina,29204,April - October Wednesday 3:00 PM to 7:00 PM,-80.991114,34.017985,Private business parking lot,Y,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,4/26/2012 2:53:51 PM
21001727,140.5 Midland Avenue Produce Jam,,Midland Avenue,Monroe,Walton,Georgia,30655,January - December Saturday 8:30 am to 12:00 pm,-83.712,33.7963,Private business parking lot,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,4/13/2011 4:14:05 PM
22001760,140.6 Pulaski Farmers Market,,Historic Train Station,Pulaski,Pulaski,Virginia,24301,,-80.7791,37.0405,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004410,140.7 Monroe Farmers Market,http://www.monroedowntown.com,Court Street,Monroe,Walton,Georgia,30655,May - September Saturday 8:00 AM to 1:00 PM,-83.712226,33.794333,Closed-off public street,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,5/31/2012 10:19:32 AM
22001868,140.7 Whaley Street United Methodist Church Farmers Market,,517 Whaley Street,Columbia,Richland,South Carolina,29201,,-81.0382,33.9846,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22000538,140.7 Jackson County Farmers Market,,365 Welchburg Egypt Road,Tyner,Jackson,Kentucky,40486,,-83.9053,37.318,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 10 2010 9:15AM
22000105,140.8 All-Local Farmers Market,http://www.stateplate.org,711 Whaley St,Columbia,Richland,South Carolina,29205,,-81.0358,33.9847,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 16 2010 5:06AM
1000951,141.1 UK Robinson Center Farmers Market,http://www2.ca.uky.edu/rcars,"3215 Quicksand Road, Intersection of Highway 15 South and Highway 1812",Jackson,Breathitt,Kentucky,41339,"May - October Tuesday 8:00 AM to 6:00 PM, Friday 8:00 AM to 6:00 PM, Saturday 8:00 AM to 2:00 PM",-83.347971,37.535287,Educational institution,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,4/26/2012 2:37:41 PM
22002595,141.3 Wesley Memorial United Church Farmers Market,,2501 Heyward Street,Columbia,Richland,South Carolina,29205,,-81.01,33.9911,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001896,141.5 Unitarian Universal Fellowship Farmers Market,http://www.uu.columbiafc.uua.org,2701 Heyward Street,Columbia,Richland,South Carolina,29205,,-81.0062,33.9908,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001874,141.6 Shandon United Methodist Church Farmers Market,,3407 Devine Street,Columbia,Richland,South Carolina,29205,,-80.9925,33.9974,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22000106,141.7 All-Local Farmers Market 2,http://www.localharvest.org,Rosewood market on Rosewood Drive at Maple Street,Columbia,Richland,South Carolina,,,-81.0044,33.9874,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 16 2010 5:07AM
22005014,142.2 Lutheran Church of the Resurrection-Seeds of Hope,,3707 Moss Ave.,Columbia,Richland,South Carolina,29205,,-80.9901,33.9868,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22004105,143.1 Somerset Farmers Market,,"4150 South Highway 27, Somerset Mall Parking Lot",Somerset,Pulaski,Kentucky,42501,,-84.5215,36.9267,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003760,143.1 Danbury Farmers Market,,102 Old Church Road,Danbury,Stokes,North Carolina,27016,,-80.2025,36.4097,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22005390,143.4 Waleska Farmers Market at Reinhardt University,http://www.reinhardt.edu,7300 Reinhardt Circle,Waleska,Cherokee,Georgia,30143,May - August Thursday 4:00 PM to 7:30 PM October Thursday 4:00 PM to 7:30 PM,-84.550095,34.315752,Educational institution,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,7/17/2012 1:05:02 PM
1003460,143.8 Floyd County Farmers Market,,155 North Lake Drive,Prestonsburg,Floyd,Kentucky,41653,July - October Saturday 10:00 AM to 2:00 PM,-82.773807,37.668349,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,5/16/2012 11:09:49 PM
1004333,144.0 ALPHARETTA FARMERS MARKET,http://www.alpharettafarmersmarket.com,TWO SOUTH MAIN STREET,ALPHARETTA,Fulton,Georgia,30009,"April - October Saturday 8:00 AM to 12:30 PM, (DECEMBER IS CHRISTMAS MARKET ON FIRST SUNDAY OF MONTH ONLY 1PM TO 7PM) December Saturday 8:00 AM to 12:30 PM, (DECEMBER IS CHRISTMAS MARKET ON FIRST SUNDAY OF MONTH ONLY 1PM TO 7PM)",-84.2942376,34.0753519,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/30/2012 12:21:59 PM
22001023,144.1 Owsley County Farm Bureau Farmers Market,,Main Street,Booneville,Owsley,Kentucky,41314,,-83.6757,37.4764,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000852,144.2 Certified SC Winter Farmers Market,http://agriculture.sc.gov,3483 Charleston Highway,West Columbia,Lexington,South Carolina,29172,"January - March Saturday 9:00 AM to 5:00 PM, (Other business are open 7 days a week in the Corbett Building) April - October November - December Saturday 9:00 AM to 5:00 PM, (Other business are open 7 days a week in the Corbett Building)",-81.0652553,33.9043794,Federal/State government building grounds,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,4/26/2012 1:49:24 PM
22005398,144.3 Canton Farmers Market,http://www.cantonhdl.com,130 E Main Street,Canton,Cherokee,Georgia,30114,"May - September Saturday 8:00 AM to 12:00 PM, (Rain or shine.)",-84.490904,34.236863,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,7/19/2012 11:35:52 AM
1004322,144.3 Canton Farmers Market,http://www.cantonhdl.com,E Main Street and Church Street,Canton,Cherokee,Georgia,30114,"May - September Saturday 8:00 AM to 12:00 PM, (Rain or shine)",-84.49115,34.236996,Local government building grounds,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,5/30/2012 8:28:11 AM
1004266,144.3 South Carolina State Farmers Market,,208-A Wholesale Lane,West Columbia,Lexington,South Carolina,29172,"January - December Monday - Saturday 4:00 AM to 6:00 PM, Sunday 12:00 PM to 6:00 PM",-81.064382,33.902728,Federal/State government building grounds,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,5/29/2012 10:26:08 AM
1004330,144.4 Williamson Farmers Market,http://https://www.facebook.com/pages/Williamson-Farmers-Market/164105356994406,100 East 3rd Ave.,Williamson,Mingo,West Virginia,25661,May - October Saturday 8:00 AM to 4:00 PM,-82.276762,37.672436,Private business parking lot,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/30/2012 11:38:33 AM
1003624,144.4 Kershaw County Farmers Market,http://www.kcfarmersmarket.org,631 DeKalb Street,Camden,Kershaw,South Carolina,29020,April - November Saturday 8:00 AM to 12:00 PM,-80.608562,34.245747,Local government building grounds,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/17/2012 7:59:37 PM
1004092,145.2 Cherokee Fresh Market,http://cherokeefreshmarket.com,362 Stringer Road,Canton,Cherokee,Georgia,30115,June - August Saturday 8:30 AM to 12:00 PM,-84.44169,34.172364,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,5/24/2012 9:34:19 PM
22002800,145.2 Richland County,,2440 Atlas Road,Columbia,,South Carolina,29209,,-80.9743,33.942,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004601,145.9 Snellville Farmers Market,http://www.snellvillefarmersmarket.com,2342 Oak Road,Snellville,Gwinnett,Georgia,30078,,-84.016057,33.8580211,Local government building grounds,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,6/1/2012 5:38:30 PM
22003856,146.2 Sutton Tailgate Market,,,Sutton,Braxton,West Virginia,25063,,-81.1075,37.362,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21003501,146.4 Uptown Wadesboro Farmers Market,http://www.uptownwadesboro.com,101 South Greene Street,Wadesboro,Anson,North Carolina,28170,January - December Thursday 4:00 pm to 6:00 pm,-80.0765,34.9661,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,4/25/2011 2:01:33 PM
1001614,146.6 Stuart Farmers Market,http://www.townofstuartva.com,320 Chestnut Street,Stuart,Patrick,Virginia,24171,"May - October Tuesday 3:00 PM to 6:00 PM, Friday 8:00 AM to 12:00 PM",-80.26824,36.63798,Other,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,4/30/2012 1:46:54 PM
22005078,146.7 New Beginnings Baptist Church-Seeds of Hope,,9601 Caughman Rd.,Columbia,Richland,South Carolina,29209,,-80.9027,33.9615,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1003078,147.6 Piedmont Triad Farmers Market,http://www.triadfarmersmarket.com,2914 Sandy Ridge Road,Colfax,Guilford,North Carolina,27235,January - December Monday - Sunday 7:00 AM to 6:00 PM,-79.992657,36.087691,Federal/State government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5/14/2012 3:32:53 PM
1000947,148.3 Anson County Farmers Market,,1736 Hwy 52 South,Wadesboro,Anson,North Carolina,28170,"June - November Wednesday 7:00 AM to 1:00 PM, Saturday 7:00 AM to 1:00 PM",-80.052567,34.940829,Local government building grounds,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/26/2012 2:36:32 PM
1001824,148.3 Lilburn Farmers' Market,http://www.lilburnfarmersmarket.org,76 Main Street,Lilburn,Gwinnett,Georgia,30047,"June - August Friday 4:00 PM to 8:00 PM, (A tasty way to start your weekend. Check www.lilburnfarmersmarket.org for updates.)",-84.134717,33.885131,Local government building grounds,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,4/30/2012 9:09:18 PM
1003963,148.4 Creekside Park Farmers Market,http://www.archdale-nc.gov,214 Park Drive,Archdale,Randolph,North Carolina,27263,"June - September Tuesday 7:00 AM to 12:00 PM, Saturday 7:00 AM to 12:00 PM",-79.9352093,35.8939455,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,5/23/2012 9:42:26 AM
22003882,148.6 Pineville Farmers Market,,In front of Old Pineville Jr. High School,Pineville,Wyoming,West Virginia,24859,,-81.537,37.5832,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002925,148.7 Patrick County Farmers Market,,Courthouse Parking Lot,Stuart,Patrick,Virginia,24171,,-80.2384,36.6555,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003652,148.8 Aiken County Farmers Market,http://www.cityofaikensc.gov,897 Richland Avenue East,Aiken,Aiken,South Carolina,29801,"April Tuesday 7:00 AM to 2:00 PM, Thursday - Saturday 7:00 AM to 2:00 PM May - September Monday - Saturday 7:00 AM to 2:00 PM October - December Tuesday 7:00 AM to 2:00 PM, Thursday - Saturday 7:00 AM to 2:00 PM",-81.7084941,33.5568819,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,5/18/2012 8:32:28 AM
1004125,149.3 Riverside Farmers Market,,38 Hill Street,Roswell,Fulton,Georgia,30075,"May - September Saturday 8:00 AM to 12:00 PM, (Rain or Shine!)",-84.3605088,34.0217486,Local government building grounds,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,5/25/2012 11:23:44 AM
22002225,150.4 Saturday Farmers Market on Broad,,"Macartan St., beside Health Central",Augusta,Richmond,Georgia,30901,,-81.9663,33.4729,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001327,150.6 Montgomery County Farmers' Market Association,http://www.mcfma.org,417 North Main Street,Troy,Montgomery,North Carolina,27371,April - November Thursday 3:30 PM to 6:30 PM,-79.89513,35.36276,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,4/27/2012 9:04:34 PM
1003191,151.1 Augusta State Farmer's Market,http://WWW.AGR.GEORGIA.GOV,1150 5TH STREET,AUGUSTA,Richmond,Georgia,30901,"January - December Monday - Friday 7:00 AM to 7:00 PM, Saturday 7:00 AM to 3:30 PM",-81.9641247,33.462514,Federal/State government building grounds,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,5/15/2012 10:17:18 AM
22001024,151.4 Wayne County Farmers Market I,,125 West Columbia Avenue,Monticello,Wayne,Kentucky,42633,,-84.8568,36.7572,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002861,151.5 Mercer County Tailgate Produce Market,,Mercer County Tech. Education Center,Princeton,Mercer,West Virginia,24740,,-81.0272,37.4111,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002342,151.8 Main Street Woodstock Farmers Market,http://www.mainstreetwoodstock.org,8534 Main St,Woodstock,Cherokee,Georgia,30188,May - October Saturday 8:30 AM to 11:30 AM,-84.5195998,34.102056,Local government building grounds,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,5/7/2012 11:02:32 AM
22004128,152.0 Dunwoody Green Farmers Market,http://dunwoodygreenmarket.com/,1551 Dunwoody Village Parkway,Dunwoody,,Georgia,30338,,-84.3324,33.948,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004131,152.3 Common Ground Farmers Market,,7741 Roswell Road,Atlanta,Fulton,Georgia,30350,April - September Wednesday 9:00 AM to 1:00 PM,-84.362538,33.964608,Local government building grounds,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,5/25/2012 11:35:00 AM
22001804,152.6 Radford Farmers Market,http://www.mainstreetradford.com,1100 block of East Main Street,Radford,Bedford,Virginia,24141,,-80.5837,37.1285,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22005423,152.8 Green Market on Main,http://www.greenmarketonmain.com,Main Street,Tucker,DeKalb,Georgia,30084,April - October Sunday 10:00 AM to 2:00 PM,-84.2145767,33.8537066,Closed-off public street,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,8/15/2012 11:17:30 AM
22005397,152.8 Tucker Farmers Market,http://tuckerfarmersmarket.com,2333 Main Street,Tucker,DeKalb,Georgia,30084,April - November Thursday 4:00 PM to 8:00 PM,-84.214282,33.853283,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,7/19/2012 9:45:26 AM
1001635,153.5 Johnson County Farmers' Market,http://www.johnsonextension.com,826 F.M. Stafford Avenue,Paintsville,Johnson,Kentucky,41240,"June - September Tuesday 4:00 PM to 6:00 PM, Thursday 4:00 PM to 6:00 PM",-82.798011,37.807953,Local government building grounds,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,4/30/2012 2:03:37 PM
21006457,153.7 Chamblee Farmers Market,http://www.chambleefarmersmarket.com,5435 Peachtree Road,Chamblee,DeKalb,Georgia,30341,January - December Tuesday 3:00 PM to 7:00 PM,-84.2997,33.8932,Private business parking lot,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,6/16/2011 5:10:23 PM
22003755,153.9 Ashboro Downtown Farmers Market,,134 South Church Street,Asheboro,Randolph,North Carolina,28801,,-79.8175,35.7049,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002755,154.2 Floyd Farmers Market,http://www.sustainfloyd.org/projects/agriculture/farmers-market/,"205 South Locust St., Suite H",Floyd,Floyd,Virginia,24091,"May - October Saturday 9:00 AM to 1:00 PM, (While the market officially ends at 1:00 pm, many vendors stay later.)",-80.319929,36.910904,Private business parking lot,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/9/2012 4:40:10 PM
22001025,154.5 Wayne County Farmers Market II,,255 Rolling Hills Blvd,Monticello,Wayne,Kentucky,42633,,-84.844,36.8554,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004356,155.4 The Ga Farmers Market at The Village at Harmony Crossing,http://www.vharmonycrossing.com/news/farmers-market-returns-harmony-crossing,Harmony Crossing,Eatonton,Putnam,Georgia,31024,May - September Saturday 8:00 AM to 12:00 PM,-83.268173,33.423574,Other,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/30/2012 3:14:42 PM
22004130,155.5 Sandy Springs Farmers Market,http://www.sandyspringsfarmersmarket.com,"235 Sandy Springs Circle NW, Parking lot of Former Target",Sandy Springs,,Georgia,30328,,-84.3838,33.9185,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002948,156.2 Clarkston Farmers Market,http://www.facebook.com/clarkstonfarmersmarket,3701 College Ave,Clarkston,DeKalb,Georgia,30021,"May - October Sunday 11:30 AM to 3:30 PM, (The first market will be on May 20th. From June - October, the market will be held on the last Sunday of the month.)",-84.2379283,33.8058235,Other,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,5/11/2012 3:32:52 PM
22001987,157.6 Guilford Farmers Market,,1305 Battleground Avenue,Greensboro,Guilford,North Carolina,27298,,-79.8097,36.0907,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001668,157.7 Town of Candor Farmers Market,,Farmers Market Road off Hwy 211,Candor,Montgomery,North Carolina,27229,,-79.7829,35.2732,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004097,158.4 Rockcastle County Farmers Market I,,25 North Renfo Valley (Aunt Polly House),Renfro Valley,Rockcastle,Kentucky,40473,,-84.3316,37.3879,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004630,158.7 Signal Mountain Farmers' Market,,2815 Anderson Pike,Signal Mountain,Hamilton,Tennessee,37377,May - October Thursday 4:00 PM to 6:30 PM,-85.322774,35.162965,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,6/2/2012 9:53:59 AM
22003854,158.8 Logan Farmers Market II,,,Logan,Logan,West Virginia,25601,,-81.9935,37.8487,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21001188,159.1 Greensboro Farmers' Curb Market,http://www.greensboro-nc.gov/farmersmarket,501 Yanceyville Street,Greensboro,Guilford,North Carolina,27405,"January - December Wednesday 7:00 am to 1:00 pm, Saturday 6:00 am to 12:00 pm, (Wednesday we are open May-December, Saturdays year round)",-79.7787,36.0784,Local government building grounds,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,4/6/2011 1:06:17 PM
21003945,159.4 Farmers Market in Christiansburg - NRV Grown,http://www.nrvgrown.blogspot.com,100 Radoford Street,Christiansburg,Montgomery,Virginia,24073,"May , (Community booths and local storytellers, musicians at most Saturday sale dates) June - September October , (Community booths and local storytellers, musicians at most Saturday sale dates)",-80.4156,37.1277,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,4/28/2011 7:00:53 PM
1002250,159.7 Main Street Farmers Market,http://mainstfarmersmarket.com,325 East Main St,Chattanooga,Hamilton,Tennessee,37408,"January - March Wednesday 4:00 PM to 5:00 PM, (Winter Hours) April - November Wednesday 4:00 PM to 6:00 PM December Wednesday 4:00 PM to 5:00 PM, (Winter Hours)",-85.3035113,35.0347171,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,5/4/2012 3:39:28 PM
21005106,159.7 Chattanooga Market,http://www.chattanoogamarket.com,1 Broad St.,Chattanooga,Hamilton,Tennessee,37402,January - December Saturday 10:00 am to 5:00 pm,-85.3108,35.055,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,5/10/2011 9:33:35 AM
22005377,159.8 Kennesaw Farmers Market,,2753 Watts Drive,Kennesaw,Cobb,Georgia,30144,"May - October Tuesday 7:00 AM to 1:00 PM, (Rain or shine)",-84.619832,34.021293,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,7/5/2012 4:01:58 PM
21003937,159.8 The Decatur Farmers Market,http://www.decaturfarmersmarket.com,Bullard Road,Decatur,DeKalb,Georgia,30030,"January - March Wednesday 3:00 pm to 6:00 pm April - September Wednesday 4:00 pm to 7:00 pm, (Hours change when daylight savings time begins and ends) October - December Wednesday 3:00 pm to 6:00 pm",-84.2953,33.7769,Private business parking lot,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,1/18/2012 3:32:22 PM
22000729,160.0 Emory Farmers Market,http://www.emory.edu/dining/emory_farmers_market.php,Cox Hall Bridge,Atlanta,DeKalb,Georgia,30322,,-84.3238,33.7925,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 21 2010 11:04AM
22004000,160.1 Acworth Farmers Market,,Main and Lemon Streets,Acworth,Cobb,Georgia,,,-84.6767,34.0657,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21003937,160.1 The Decatur Farmers Market,http://www.decaturfarmersmarket.com,,Decatur,DeKalb,Georgia,30030,"January - March Saturday 10:00 am to 1:00 pm, (Hours change when daylight savings time begins and ends) April - September Saturday 9:00 am to 1:00 pm, (Hours change when daylight savings time begins and ends) October - December Saturday 10:00 am to 1:00 pm, (Hours change when daylight savings time begins and ends)",-84.2969,33.7728,Local government building grounds,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,1/18/2012 3:32:22 PM
1000922,160.1 Peachtree Road Farmers Market,http://www.peachtreeroadfarmersmarket.com,2744 Peachtree Rd,Atlanta,Fulton,Georgia,30305,"April - August Saturday 8:30 AM to 12:00 PM, (In 2012 we will be open 2 special Friday nights from 4-8pm and closed on the following Saturday. June 1st & Oct 12th we will be open 4-8pm.) September - December Saturday 9:00 AM to 12:00 PM",-84.385616,33.831585,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,4/26/2012 2:17:33 PM
1004883,160.2 Marietta Square Farmers Market,,65 Church St,MARIETTA,Cobb,Georgia,30060,January - December,-84.549494,33.953194,Closed-off public street,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,6/13/2012 3:02:15 PM
